Code,Name,AddressLineOne,InvoiceDate,SerialNo,Total,Age,Balance
CD0176_NSF,St. Marrys Pharmacy - KA,Katunayake,26/08/2023 00:00,DSR30DSI008066,57380.76,14,57380.76
CD0132_NSF,Peoples Pharmacy,Raddolugama,26/08/2023 00:00,7135DSI008068,23967.5,14,23967.5
CD0480_NSF,Thilana Pharmacy,"No. 50, Minuwangoda Road, Ekala, Ja-Ela.",26/08/2023 00:00,DSR30DSI008069,16688.89,14,16688.89
CD0123_NSF,Niwasi Pharmacy,Ja-Ela,26/08/2023 00:00,DSR30DSI008071,7634.31,14,6256.55
CD0081_NSF,Laxsri Pharmacy,Katunayake,26/08/2023 00:00,7135DSI008074,26341.28,14,26341.28
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",28/08/2023 00:00,7135DSI008076,23605.1,12,23605.1
CD0023_NSF,City Medical,"299 Main treet, , Negombo",28/08/2023 00:00,7135DSI008077,14128.22,12,14128.22
COLD15067_NSF,Get Well Pharmacy,"NO.172,MEERIGAMA ROAD,MAHAHUNUPITIYA.",28/08/2023 00:00,7135DSI008078,23634.6,12,23634.6
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",28/08/2023 00:00,DSR30DSI008079,30457.04,12,30457.04
COLD60776_NSF,C & S Pharmacy,"NO.516/A/S/,1,DANDUGAMA,DANDUGAMA,JA-ELA.",28/08/2023 00:00,DSR30DSI008081,4948.68,12,4948.68
COLD14611_NSF,Sasithma Pharmacy & Grocery,"NO.197B1,WELIGAMPITIYA ROAD,ENDIMINNA,JA-ELA.",28/08/2023 00:00,DSR30DSI008083,4869.6,12,4869.6
COLD14710_NSF,S. S. Pharmacy - Katunayake,"NO.478,COLOMBO ROAD,KATUNAYAKE.",28/08/2023 00:00,7135DSI008085,12873.9,12,12873.9
CD0499_NSF,Shris Lanka Pharmacy,"No. 26, Dammaloka Mawatha, Averiwatta, Katunayake, Seeduwa.",28/08/2023 00:00,7135DSI008087,28276.06,12,28276.06
CD0013_NSF,Asiri Pharmacy,Raddolugama,28/08/2023 00:00,7135DSI008088,26522.98,12,26522.98
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",28/08/2023 00:00,7135DSI008091,14128.22,12,14128.22
CD0240_NSF,Hiru Pharmacy,"Daman Handiya,",28/08/2023 00:00,7135DSI008092,494224.63,12,494224.63
CD0240_NSF,Hiru Pharmacy,"Daman Handiya,",28/08/2023 00:00,DSR30DSI008093,631587.51,12,631587.51
CD0192_NSF,Thrithva Pharmacy,"45 Negambo Road,, Ja-Ela",28/08/2023 00:00,7135DSI008094,382333.03,12,382333.03
CD0192_NSF,Thrithva Pharmacy,"45 Negambo Road,, Ja-Ela",28/08/2023 00:00,DSR30DSI008095,513948.09,12,513948.09
CD0192_NSF,Thrithva Pharmacy,"45 Negambo Road,, Ja-Ela",28/08/2023 00:00,DSR30DSI008096,427055.2,12,427055.2
CD0192_NSF,Thrithva Pharmacy,"45 Negambo Road,, Ja-Ela",28/08/2023 00:00,7135DSI008097,211170.67,12,211170.67
CD0023_NSF,City Medical,"299 Main treet, , Negombo",28/08/2023 00:00,7135DSI008098,77600.27,12,77600.27
CD0240_NSF,Hiru Pharmacy,"Daman Handiya,",28/08/2023 00:00,DSR30DSI008099,531426.46,12,531426.46
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",28/08/2023 00:00,7135DSI008100,264651.89,12,264651.89
CD0216_NSF,C  D Pharmacy,"1753, Suraweera Mawatha,Walpola,",28/08/2023 00:00,DSR30DSI008104,876.48,12,876.48
CD0128_NSF,Osu Sala Wattala,Wattala,28/08/2023 00:00,DSR30DSI008106,61677.96,12,61677.96
COLD22008_NSF,Sameera N Kumbukage Dr.,"MEDICAL OFFICER,DISTRICT GENERAL HOSPITAL,NEGOMBO.",28/08/2023 00:00,7135DSI008107,19165.2,12,19165.2
CD0073_NSF,Kapuwatha Pharmacy,Ja-Ela,28/08/2023 00:00,7135DSI008108,21806.38,12,21806.38
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",28/08/2023 00:00,DSR30DSI008109,79440.06,12,79440.06
COLD57854_NSF,Unix Pharmacy,"NO.17/A,KANUWANA,MINUWANGODA RD,JA-ELA.",28/08/2023 00:00,7135DSI008110,11817.3,12,11817.3
CD0402_NSF,Pamunugama Osu Sala,"No. 33, Housing Scheme, Raddolugama.",28/08/2023 00:00,7135DSI008111,37396.18,12,37396.18
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",28/08/2023 00:00,DSR30DSI008112,70653.77,12,68123
CD0071_NSF,Kalidson Pharmacy,Negombo,28/08/2023 00:00,7135DSI008114,14436.54,12,14436.54
CD0071_NSF,Kalidson Pharmacy,Negombo,28/08/2023 00:00,DSR30DSI008115,37780.96,12,31116.91
CD0240_NSF,Hiru Pharmacy,"Daman Handiya,",28/08/2023 00:00,7135DSI008116,67313.84,12,67313.84
CD0080_NSF,Lanka Pharmacy,Negombo,28/08/2023 00:00,DSR30DSI008117,38957,12,38957
CD0183_NSF,Suranga Pharmacy,Katana,28/08/2023 00:00,DSR30DSI008118,13026.46,12,7544.4
CD0547_NSF,New St. Joseph Pharmacy,"No. 951, Amandoluwa, Seeduwa.",28/08/2023 00:00,7135DSI008119,4721.02,12,4721.02
CD0294_NSF,Bopitiya Pharmacy,"No. 26, Bopitiya Junction, Bopitiya.",28/08/2023 00:00,7135DSI008121,53980.91,12,53980.91
CD0480_NSF,Thilana Pharmacy,"No. 50, Minuwangoda Road, Ekala, Ja-Ela.",29/08/2023 00:00,7135DSI008123,25106.75,11,25106.75
COLD14166_NSF,Thudella Pharmacy,"NO.65,NEGAMBO ROAD,THUDELLA,JA-ELA.",29/08/2023 00:00,7135DSI008124,21192.33,11,21192.33
CD0541_NSF,Mabola Osusala,"No. 743B, Negombo Road, Mabola, Wattala.",29/08/2023 00:00,7135DSI008125,10529.62,11,10529.62
CD0071_NSF,Kalidson Pharmacy,Negombo,29/08/2023 00:00,DSR30DSI008126,41651.52,11,41651.52
CD0164_NSF,Shanthi Vidya Nivasa,Katana,29/08/2023 00:00,DSR30DSI008127,28645.14,11,28645.14
CD0257_NSF,Nirodha Pharmacy,"No.223,Hospital Junc,Akkaragama",29/08/2023 00:00,DSR30DSI008128,7544.4,11,7544.4
CD0452_NSF,Welikala G. A. J. Dr.,"Housing Scheme, Raddolugama.",29/08/2023 00:00,7135DSI008129,10226.1,11,10226.1
COLD57875_NSF,Guardian Dugs(Private)Limited,"NO.119/ A,AVERIWETTA ROAD,WATTALA.",29/08/2023 00:00,7135DSI008131,28611,11,28611
CD0154_NSF,Sampath Pharmacy,"No.1112,Elapitiwala,Ragama.",29/08/2023 00:00,7135DSI008132,4641.02,11,4641.02
CD0487_NSF,Healthcare Pharmacy  Family Needs,"No. 8B4R, Raddolugama.",29/08/2023 00:00,7135DSI008133,11472.55,11,11472.55
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",29/08/2023 00:00,7135DSI008135,13819.28,11,13819.28
CD0408_NSF,International Institute of Health of Science,"No.704,Negombo Road,Walisara.",29/08/2023 00:00,7135DSI008136,25747.8,11,25747.8
COLD13777_NSF,Royal Pharmacy - Kanda,"NO.04,PUBLIC MARKET,KANDANA.",29/08/2023 00:00,7135DSI008137,41187,11,41187
CD0468_NSF,Kandawala Pharmacy,"No. 3983, Mirigama Road, Kandawala, Katana.",29/08/2023 00:00,DSR30DSI008138,14324.72,11,12637.54
COLD15271_NSF,H.K. Pharmacy &  Grocery,"NO.100/A,PADIYATHALAWA ROAD,HUNUPITIYA,WATTALA.",29/08/2023 00:00,DSR30DSI008139,3895.7,11,3895.7
CD0231_NSF,Mendis N. S. M. Dr.,"NO.209,KOPIWATTA,RAGAMA.",29/08/2023 00:00,DSR30DSI008140,116400,11,116400
CD0068_NSF,Jayanthi Pharmacy,Katunayake,29/08/2023 00:00,7135DSI008141,35284.31,11,35284.31
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",29/08/2023 00:00,DSR30DSI008143,8680,11,8680
CD0133_NSF,Peoples Pharmacy  Grocery,Wattala,29/08/2023 00:00,7135DSI008145,15170.94,11,15170.94
CD0133_NSF,Peoples Pharmacy  Grocery,Wattala,29/08/2023 00:00,7135DSI008146,5113.05,11,5113.05
COLD13859_NSF,Harsha Gunasekara Dr.,"NO.861,VIHARA MW,THEWATTA,RAGAMA.",29/08/2023 00:00,7135DSI008148,9982.6,11,9982.6
CD0182_NSF,Supreem Pharmacy,Negombo,29/08/2023 00:00,DSR30DSI008149,36581,11,36581
CD0182_NSF,Supreem Pharmacy,Negombo,29/08/2023 00:00,DSR30DSI008150,69565.6,11,69565.6
CD0016_NSF,Ave Maria Pharmacy,Negombo,29/08/2023 00:00,DSR30DSI008151,1377.76,11,1377.76
CD0286_NSF,Jayakodi Super Market,"No.75,Jayantha Rd,Negombo.",29/08/2023 00:00,7135DSI008152,80276.92,11,80276.92
COLD58790_NSF,Kandawala Medical Centre,"NO.398/24,MIRIGAMA ROAD,KANDAWALA.",29/08/2023 00:00,DSR30DSI008153,3772.2,11,3772.2
CD0160_NSF,Seeduwa Medicals,Seeduwa,29/08/2023 00:00,7135DSI008154,3066.08,11,3066.08
CD0016_NSF,Ave Maria Pharmacy,Negombo,29/08/2023 00:00,7135DSI008156,51495.6,11,51495.6
CD0182_NSF,Supreem Pharmacy,Negombo,29/08/2023 00:00,DSR30DSI008158,11339.16,11,11339.16
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",29/08/2023 00:00,7135DSI008160,23634.6,11,23634.6
COLD60540_NSF,Carelink Pharmacy,"NO.69/B,SIRIWARDENE ROAD,RAGAMA.",29/08/2023 00:00,DSR30DSI008162,23837.88,11,23837.88
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",29/08/2023 00:00,DSR30DSI008163,5364.09,11,5364.09
CD0254_NSF,Sahana Pharmacy,"No.646,Tewatta Rd,Ragama",29/08/2023 00:00,DSR30DSI008164,16737.5,11,15893.91
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",29/08/2023 00:00,7135DSI008165,63180.06,11,63180.06
CD0024_NSF,City Pharmacy,"62 St. Merish Road, , Ja-Ela",29/08/2023 00:00,7135DSI008166,4791.4,11,2395.7
CD0025_NSF,City Pharmacy,"21 TEWATTA ROAD,RAGAMA",29/08/2023 00:00,DSR30DSI008167,31960.91,11,31960.91
CD0015_NSF,Ave Maria (Pvt) Hospital,Negombo,29/08/2023 00:00,7135DSI008169,141740,11,141740
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,29/08/2023 00:00,DSR30DSI008170,14084.34,11,0.35
CD0163_NSF,Sethma Pharmacy,Kandana,29/08/2023 00:00,DSR30DSI008171,167665.39,11,165855.13
CD0163_NSF,Sethma Pharmacy,Kandana,29/08/2023 00:00,7135DSI008172,297334.02,11,291293.04
COLD13777_NSF,Royal Pharmacy - Kanda,"NO.04,PUBLIC MARKET,KANDANA.",29/08/2023 00:00,DSR30DSI008173,28553.49,11,28553.49
CD0408_NSF,International Institute of Health of Science,"No.704,Negombo Road,Walisara.",29/08/2023 00:00,DSR30DSI008175,116771.94,11,115815.42
CD0154_NSF,Sampath Pharmacy,"No.1112,Elapitiwala,Ragama.",29/08/2023 00:00,DSR30DSI008176,21383.49,11,21383.49
CD0025_NSF,City Pharmacy,"21 TEWATTA ROAD,RAGAMA",29/08/2023 00:00,DSR30DSI008178,3452.17,11,3452.17
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",31/08/2023 00:00,7135DSI008179,9555.41,9,9555.41
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008181,12373.4,9,12373.4
CD0487_NSF,Healthcare Pharmacy  Family Needs,"No. 8B4R, Raddolugama.",31/08/2023 00:00,7135DSI008183,27016.47,9,27016.47
CD0517_NSF,Krishantha Gunathilaka Dr.,"No 78,Enderamulla Road,Hunupitiya.",31/08/2023 00:00,7135DSI008184,20061.4,9,20061.4
CD0242_NSF,K. S. A. Medical,"Sirakandaura Road, Negombo",31/08/2023 00:00,7135DSI008185,11817.3,9,11817.3
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",31/08/2023 00:00,7135DSI008186,40851.78,9,40851.78
COLD58790_NSF,Kandawala Medical Centre,"NO.398/24,MIRIGAMA ROAD,KANDAWALA.",31/08/2023 00:00,7135DSI008187,3939.1,9,3939.1
CD0145_NSF,Reliable Pharmacy,"505 Negombo Road,, Ragama",31/08/2023 00:00,DSR30DSI008190,75006.9,9,75006.9
CD0016_NSF,Ave Maria Pharmacy,Negombo,31/08/2023 00:00,7135DSI008193,38992.2,9,38992.2
CD0160_NSF,Seeduwa Medicals,Seeduwa,31/08/2023 00:00,7135DSI008195,23634.6,9,23634.6
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",31/08/2023 00:00,DSR30DSI008197,48598.37,9,48598.37
CD0182_NSF,Supreem Pharmacy,Negombo,31/08/2023 00:00,DSR30DSI008198,186309,9,186309
CD0088_NSF,Mahajana Osu Sala,Negombo,31/08/2023 00:00,DSR30DSI008199,452479,9,452479
CD0088_NSF,Mahajana Osu Sala,Negombo,31/08/2023 00:00,7135DSI008200,110053.82,9,98782.34
COLD14555_NSF,Nawa Lanka Pharmacy,"NO.194/A,COLOMBO ROAD,NEGOMBO.",31/08/2023 00:00,DSR30DSI008201,8239.33,9,8239.33
CD0016_NSF,Ave Maria Pharmacy,Negombo,31/08/2023 00:00,7135DSI008202,7441.52,9,7441.52
COLD14555_NSF,Nawa Lanka Pharmacy,"NO.194/A,COLOMBO ROAD,NEGOMBO.",31/08/2023 00:00,7135DSI008203,84868.38,9,81855.58
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",31/08/2023 00:00,7135DSI008205,9606.6,9,9606.6
CD0176_NSF,St. Marrys Pharmacy - KA,Katunayake,31/08/2023 00:00,DSR30DSI008206,99019.36,9,99019.36
COLD13809_NSF,Lakshi Pharmacy,"NO.199A,PRISON CAMP ROAD,KATTUWA,NEGOMBO.",31/08/2023 00:00,7135DSI008208,53581.12,9,53581.12
CD0486_NSF,Royal Pharmacy Lanka (Pvt) Ltd.,"No.446,Chilaw Road,Negombo.",31/08/2023 00:00,DSR30DSI008209,217708.12,9,217708.12
CD0259_NSF,Crystal Pharmacy,"No.118,Colombo Rd,Negombo",31/08/2023 00:00,7135DSI008211,143797.21,9,143797.21
COLD13809_NSF,Lakshi Pharmacy,"NO.199A,PRISON CAMP ROAD,KATTUWA,NEGOMBO.",31/08/2023 00:00,DSR30DSI008212,11489.52,9,11489.52
CD0168_NSF,Sriee Pharmacy,"128 Greens Road,, Negombo",31/08/2023 00:00,7135DSI008213,37343.49,9,37343.49
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008215,14174,9,14174
CD0053_NSF,Health Care Medicla,"38 Galakanda Junction,  , Negombo",31/08/2023 00:00,7135DSI008216,8490.08,9,8490.08
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",31/08/2023 00:00,7135DSI008217,153112.38,9,153112.38
CD0259_NSF,Crystal Pharmacy,"No.118,Colombo Rd,Negombo",31/08/2023 00:00,DSR30DSI008218,58764.32,9,58764.32
CD0228_NSF,Shanthi Pharmacy,"No. 03, St. Nicholas Road, Munnakkara,",31/08/2023 00:00,7135DSI008219,53604.78,9,53604.78
COLD60359_NSF,Supipi De Silva Dr.,"NO.352,KURANA,KATUNAYAKE.",31/08/2023 00:00,7135DSI008220,18182.6,9,18182.6
CD0018_NSF,Better Health Pharmacy,"258 Badalgama,, Negombo",31/08/2023 00:00,DSR30DSI008221,30227.56,9,30227.56
CD0486_NSF,Royal Pharmacy Lanka (Pvt) Ltd.,"No.446,Chilaw Road,Negombo.",31/08/2023 00:00,DSR30DSI008222,109743,9,109743
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008223,22436,9,22436
CD0016_NSF,Ave Maria Pharmacy,Negombo,31/08/2023 00:00,7135DSI008225,8043.5,9,8043.5
CD0104_NSF,Nawa Osusala,Ja-Ela,31/08/2023 00:00,DSR30DSI008226,39532.24,9,39532.24
CD0228_NSF,Shanthi Pharmacy,"No. 03, St. Nicholas Road, Munnakkara,",31/08/2023 00:00,DSR30DSI008227,52111.4,9,45628.77
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008228,275737,9,275737
CD0547_NSF,New St. Joseph Pharmacy,"No. 951, Amandoluwa, Seeduwa.",31/08/2023 00:00,7135DSI008229,47269.2,9,47269.2
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",31/08/2023 00:00,7135DSI008230,164350.56,9,164350.56
MORIGAMP030599_NSF,Vision Pharmacy,"NO.185,COLOMBO ROAD,JA-ELA.",31/08/2023 00:00,7135DSI008231,50679.37,9,50679.37
CD0080_NSF,Lanka Pharmacy,Negombo,31/08/2023 00:00,DSR30DSI008233,85217,9,85217
CD0052_NSF,Health  Glow Pharmacy,"223 Negombo Road,  , Wattala",31/08/2023 00:00,DSR30DSI008234,180193.99,9,180193.99
CD0071_NSF,Kalidson Pharmacy,Negombo,31/08/2023 00:00,7135DSI008236,77984.4,9,77984.4
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",31/08/2023 00:00,7135DSI008237,89437.9,9,89437.9
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",31/08/2023 00:00,7135DSI008239,28748.4,9,28748.4
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",31/08/2023 00:00,DSR30DSI008240,30745.95,9,30745.95
CD0055_NSF,Healthline Pharmacy,Kandana,31/08/2023 00:00,7135DSI008241,26326.92,9,26326.92
CD0258_NSF,Rilaulla Pharmacy,"No.186,Colombo Rd,Kandana.",31/08/2023 00:00,DSR30DSI008242,38720.68,9,38720.68
CD0258_NSF,Rilaulla Pharmacy,"No.186,Colombo Rd,Kandana.",31/08/2023 00:00,DSR30DSI008243,81816.88,9,81816.88
COLD14005_NSF,Anuja Fernando Dr.,"DEVON DISPENSARY,NO.119/3,BASE LINE ROAD,AMANDOLUWA,SEEDUWA.",31/08/2023 00:00,7135DSI008244,47843.4,9,47843.4
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",31/08/2023 00:00,DSR30DSI008245,140804.52,9,138830.61
CD0441_NSF,Isura Pharmacy,"No. 621 C, Tewatta Road, Ragama.",31/08/2023 00:00,DSR30DSI008247,21110.55,9,21110.55
CD0566_NSF,Susitha L Perera Dr.,"Medical Center,Silvesiene Park,Kandawala,Katana.",31/08/2023 00:00,DSR30DSI008248,57304,9,57304
CD0181_NSF,Super Medical,Negombo,31/08/2023 00:00,DSR30DSI008249,85279.15,9,85279.15
CD0181_NSF,Super Medical,Negombo,31/08/2023 00:00,DSR30DSI008250,7544.4,9,7544.4
CD0181_NSF,Super Medical,Negombo,31/08/2023 00:00,7135DSI008251,46563.81,9,46563.81
COLD60347_NSF,Sanaska Pharmacy & Grocery,"NO.194/C/24,KATANA WATTA,KATANA.",31/08/2023 00:00,DSR30DSI008252,24517.73,9,21049.43
CD0107_NSF,New Central Pharmacy,Negombo,31/08/2023 00:00,DSR30DSI008253,14480.34,9,14480.34
CD0111_NSF,New Pharmacy,Wattala,31/08/2023 00:00,7135DSI008254,62518.9,9,62518.9
CD0111_NSF,New Pharmacy,Wattala,31/08/2023 00:00,DSR30DSI008255,18521.8,9,18521.8
CD0250_NSF,New Pharmacy,"No.20, Adnivas Road, Periyamulla, Negombo.",31/08/2023 00:00,7135DSI008256,23634.6,9,23634.6
COLD13957_NSF,Negombo Drugs,"NO.79B,SEA STREET,NEGOMBO.",31/08/2023 00:00,7135DSI008257,11465.08,9,11465.08
COLD13957_NSF,Negombo Drugs,"NO.79B,SEA STREET,NEGOMBO.",31/08/2023 00:00,DSR30DSI008258,37261.8,9,37261.8
CD0254_NSF,Sahana Pharmacy,"No.646,Tewatta Rd,Ragama",31/08/2023 00:00,7135DSI008259,4589.02,9,2294.51
CD0216_NSF,C  D Pharmacy,"1753, Suraweera Mawatha,Walpola,",31/08/2023 00:00,7135DSI008260,23634.6,9,23634.6
CD0486_NSF,Royal Pharmacy Lanka (Pvt) Ltd.,"No.446,Chilaw Road,Negombo.",31/08/2023 00:00,DSR30DSI008261,139131.2,9,139131.2
CD0167_NSF,Silveray Pharmacy,Negombo,31/08/2023 00:00,7135DSI008262,29316.96,9,29316.96
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",31/08/2023 00:00,7135DSI008263,192443.18,9,192443.18
CD0080_NSF,Lanka Pharmacy,Negombo,31/08/2023 00:00,DSR30DSI008264,307209.33,9,307209.33
CD0362_NSF,Mahendra David Dr.,"Madampelle, Katana.",31/08/2023 00:00,DSR30DSI008265,3182.6,9,3182.6
CD0362_NSF,Mahendra David Dr.,"Madampelle, Katana.",31/08/2023 00:00,DSR30DSI008266,138448.8,9,138448.8
CD0034_NSF,Dissanayake Dr.,"34 Circular Road, , Negombo",31/08/2023 00:00,DSR30DSI008268,12928.68,9,12928.68
CD0099_NSF,Milan Pharmacy,Wattala,31/08/2023 00:00,7135DSI008269,11817.3,9,11817.3
CD0486_NSF,Royal Pharmacy Lanka (Pvt) Ltd.,"No.446,Chilaw Road,Negombo.",31/08/2023 00:00,DSR30DSI008270,115610,9,115610
CD0080_NSF,Lanka Pharmacy,Negombo,31/08/2023 00:00,DSR30DSI008271,52721.82,9,52721.82
COLD15104_NSF,S M Medicals,"NO.335/A/1,DAGONNA ROAD,NEGOMBO.",31/08/2023 00:00,7135DSI008272,25580.6,9,25580.6
CD0450_NSF,Royal Pharmacy,"321B, Chilaw Road, Periyamulla, Negombo.",31/08/2023 00:00,DSR30DSI008273,25636.64,9,16940.94
CD0088_NSF,Mahajana Osu Sala,Negombo,31/08/2023 00:00,DSR30DSI008275,116276.5,9,116276.5
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",31/08/2023 00:00,7135DSI008276,246572.1,9,246572.1
COLD14166_NSF,Thudella Pharmacy,"NO.65,NEGAMBO ROAD,THUDELLA,JA-ELA.",31/08/2023 00:00,7135DSI008278,11817.3,9,11817.3
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",31/08/2023 00:00,7135DSI008279,11472.55,9,11472.55
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,31/08/2023 00:00,DSR30DSI008281,44806.2,9,44806.2
CD0034_NSF,Dissanayake Dr.,"34 Circular Road, , Negombo",31/08/2023 00:00,7135DSI008282,19695.5,9,19695.5
CD0160_NSF,Seeduwa Medicals,Seeduwa,31/08/2023 00:00,DSR30DSI008283,34586.85,9,9739.01
CD0294_NSF,Bopitiya Pharmacy,"No. 26, Bopitiya Junction, Bopitiya.",31/08/2023 00:00,DSR30DSI008284,186309,9,186309
CD0294_NSF,Bopitiya Pharmacy,"No. 26, Bopitiya Junction, Bopitiya.",31/08/2023 00:00,DSR30DSI008285,115610,9,115610
CD0107_NSF,New Central Pharmacy,Negombo,31/08/2023 00:00,7135DSI008287,18122.94,9,18122.94
CD0104_NSF,Nawa Osusala,Ja-Ela,31/08/2023 00:00,7135DSI008288,57192.26,9,57192.26
COLD14710_NSF,S. S. Pharmacy - Katunayake,"NO.478,COLOMBO ROAD,KATUNAYAKE.",31/08/2023 00:00,DSR30DSI008289,18630.9,9,18630.9
CD0163_NSF,Sethma Pharmacy,Kandana,31/08/2023 00:00,7135DSI008293,274273.35,9,274273.35
CD0189_NSF,Thalahena Pharmacy,"177 Pitipana Road,, Negombo",31/08/2023 00:00,DSR30DSI008294,23697.36,9,23697.36
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008295,30128,9,30128
CD0141_NSF,Ragama Pharmacy,"34 Tewatta Rd, , Ragama",31/08/2023 00:00,7135DSI008296,78782,9,78782
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",31/08/2023 00:00,7135DSI008297,418690,9,418690
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",31/08/2023 00:00,7135DSI008298,418690,9,418690
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",31/08/2023 00:00,7135DSI008299,354350,9,354350
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",31/08/2023 00:00,7135DSI008300,264785,9,264785
CD0082_NSF,Leesons Hospital,"33 Tewatte Road,Ragama, Ragama",31/08/2023 00:00,7135DSI008301,171130,9,171130
CD0140_NSF,Raddolugama Pharmacy,Raddolugama.,31/08/2023 00:00,DSR30DSI008302,49976.61,9,49976.61
CD0083_NSF,Leesons Pharmacy,"33 TEWATTE ROAD,RAGAMA, RAGAMA",31/08/2023 00:00,7135DSI008303,97385.8,9,97385.8
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008304,80435,9,80435
CD0080_NSF,Lanka Pharmacy,Negombo,31/08/2023 00:00,7135DSI008305,80435,9,80435
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008306,20605.13,9,20605.13
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008307,118782,9,118782
CD0018_NSF,Better Health Pharmacy,"258 Badalgama,, Negombo",31/08/2023 00:00,DSR30DSI008308,37261.8,9,37261.8
CD0138_NSF,P.J. ENTERPRISES (PVT) Ltd.,"No.124,Main Street,Ja -ela",31/08/2023 00:00,DSR30DSI008309,186309,9,186309
CD0182_NSF,Supreem Pharmacy,Negombo,31/08/2023 00:00,DSR30DSI008310,115610,9,115610
CD0549_NSF,Lakshan Chemist,"No. 6911, Negombo Road, Mabole, Wattala.",31/08/2023 00:00,DSR30DSI008311,37261.8,9,37261.8
CD0111_NSF,New Pharmacy,Wattala,31/08/2023 00:00,DSR30DSI008312,9739.2,9,9739.2
CD0460_NSF,Darshana Pharmacy,"No. 03, Goods Shed Road, Ja-ela.",31/08/2023 00:00,7135DSI008313,47269.2,9,47269.2
CD0020_NSF,Cash Customer - Colombo D,NEGOMBO,31/08/2023 00:00,7135DSI008314,77984.4,9,77984.4
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008315,70609.6,9,70609.6
CD0194_NSF,Unique Pharmacy,"103 Colombo Road,, Negombo",31/08/2023 00:00,7135DSI008316,68835.3,9,68835.3
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",31/08/2023 00:00,DSR30DSI008317,115610,9,115610
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",31/08/2023 00:00,DSR30DSI008318,186309,9,186309
CD0508_NSF,St. Joseph Pharmacy  Grocery,"No. 128D, Minuwangoda Road, Ja-Ela.",31/08/2023 00:00,DSR30DSI008319,13830.78,9,13830.78
